n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,32,71863.000000,71978.906250,0.000025,72579,172397,73584,0,1533,97280,4
64,32,264793.000000,266988.802083,0.000095,393291,692056,294732,0,6156,391168,4
128,32,1100791.000000,1075567.708333,0.000370,1070939,2772899,1179511,0,24620,1568768,4
256,32,3908826.000000,3940797.916667,0.001368,3926829,11100385,4718713,0,98408,6283264,4
512,32,14432214.000000,14246491.666667,0.005008,14670135,44418924,18876043,0,393441,25149440,4
1024,32,54086256.000000,54161366.666667,0.018675,52894806,177704922,75501052,0,1573342,100630528,4
2048,32,227971059.000000,228416566.666667,0.083518,218994485,710877201,301997113,0,6292440,402587648,4
4096,32,908273687.000000,884667233.333333,0.309400,887102338,2843624145,1207974666,0,25167815,1610481664,4
6144,32,2064293118.000000,2073161666.666667,0.707658,2039101259,6398223953,2717915814,0,56626091,3623682048,4
8192,32,3846965700.000000,3763416033.333333,1.298844,3652922109,11374707074,4831850991,0,100667283,6442188800,4
10240,32,6295052175.000000,6336080466.666667,2.140710,6296555517,17773051686,7549758371,0,157291395,10066001920,4
12288,32,10043438630.000000,10111710333.333332,3.404791,10082465337,25593268317,10871648486,0,226498423,14495121408,4
14336,32,14378244447.000000,14138993500.000000,4.965257,14096263664,34835379349,14797543719,0,308288366,19729547264,4
