n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,8,87877.000000,88183.789062,0.000030,166882,46612,20759,0,1533,24320,4
64,8,351873.000000,348853.385417,0.000120,347583,186555,82606,0,6157,97792,4
128,8,1344690.000000,1325209.375000,0.000461,1326383,745875,329062,0,24621,392192,4
256,8,4884855.000000,4894595.833333,0.001676,4900459,2983260,1314042,0,98402,1570816,4
512,8,17698086.000000,17786666.666667,0.006113,17669064,11929482,5248694,0,393428,6287360,4
1024,8,67838047.000000,68527966.666667,0.023389,67654224,47712455,20981508,0,1573315,25157632,4
2048,8,262915488.000000,262232500.000000,0.090571,262347264,190845270,83905994,0,6292364,100646912,4
4096,8,1054593970.000000,1063564366.666667,0.364624,1053927507,763397162,335609067,0,25167679,402620416,4
6144,8,2401218560.000000,2425262266.666667,0.829182,2384007855,1717598573,755052171,0,56625890,905920512,4
8192,8,4325714549.000000,4315732633.333334,1.493966,4328279150,3053514180,1342299955,0,100667025,1610547200,4
10240,8,6873570439.000000,6876705233.333333,2.397692,6895439452,4771092599,2097301030,0,157291089,2516500480,4
12288,8,10043289647.000000,10059180700.000000,3.485490,9918231519,6870368740,3020090362,0,226498026,3623780352,4
14336,8,13936462546.000000,13926472800.000000,4.791651,13683550828,9351310768,4110636008,0,308287944,4932386816,4
