n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,8,66878.000000,66926.562500,0.000023,66568,25896,8463,0,1049,16384,4
64,8,226557.000000,223080.989583,0.000078,219301,103251,33569,0,4146,65536,4
128,8,838009.000000,846588.541667,0.000291,934519,411516,132887,0,16485,262144,4
256,8,3117077.000000,3157556.250000,0.001078,3094904,1642650,528323,0,65751,1048576,4
512,8,11545066.000000,11576075.000000,0.003996,12038416,6564695,2107824,0,262567,4194304,4
1024,8,45361355.000000,45725266.666667,0.015597,45688729,26242497,8415827,0,1049454,16777216,4
2048,8,213236226.000000,212893833.333333,0.074148,178802938,104938644,33633719,0,4196061,67108864,4
4096,8,858595837.000000,837636966.666667,0.288789,703834701,419665299,134449163,0,16780680,268435456,4
6144,8,1902957699.000000,1909488566.666667,0.655283,1590464041,944100366,302366686,0,37753904,603979776,4
8192,8,3354281220.000000,3383849533.333333,1.163964,2892844657,1678426624,537569002,0,67115798,1073741824,4
10240,8,5341076798.000000,5370437500.000000,1.845607,4571070465,2622428710,839840869,0,104866241,1677721600,4
12288,8,7789576996.000000,7833253800.000000,2.702538,6709555882,3776294777,1209370363,0,151005310,2415919104,4
14336,8,10693669534.000000,10723441166.666668,3.685692,9214735259,5139896658,1646029305,0,205533017,3288334336,4
