n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,256,227062.000000,231150.390625,0.000079,232202,1193989,414216,0,1533,778240,4
64,256,917238.000000,948435.937500,0.000314,1011727,4799632,1664131,0,6157,3129344,4
128,256,3600060.000000,3619079.166667,0.001242,3569038,19245363,6670603,0,24616,12550144,4
256,256,14629286.000000,14473658.333333,0.005017,14433409,77075882,26711358,0,98412,50266112,4
512,256,60111490.000000,57217966.666667,0.019881,58234851,308489815,106900850,0,393445,201195520,4
1024,256,248336724.000000,239994333.333333,0.086224,252552106,1234330400,427712825,0,1573351,805044224,4
2048,256,1351112436.000000,1388230966.666667,0.487632,1355238043,4938046867,1711053243,0,6292440,3220701184,4
4096,256,7695817502.000000,7798388066.666667,2.685450,7677827265,19753706372,6844685233,0,25167827,12883853312,4
6144,256,18388191046.000000,18258079066.666664,6.368258,18164099820,44446891634,15400809136,0,56626114,28989456384,4
8192,256,33103665029.000000,32905199933.333332,11.286662,32704100069,79017737769,27379560035,0,100667334,51537510400,4
10240,256,51546244474.000000,51646492466.666664,17.727038,50924475669,123466138849,42780832052,0,157291437,80528015360,4
12288,256,74259944092.000000,75044036600.000000,25.850521,72602706962,177792096017,61604626276,0,226498477,115960971264,4
14336,256,102096181323.000000,101699143000.000000,35.094373,99545383783,241995642896,83850976353,0,308288431,157836378112,4
