n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,8,88369.000000,89607.356771,0.000031,150943,46230,20363,0,1547,24320,4
64,8,332111.000000,334481.770833,0.000116,330113,185769,81805,0,6172,97792,4
128,8,1279683.000000,1278084.375000,0.000440,1272860,744448,327624,0,24632,392192,4
256,8,4864971.000000,4820887.500000,0.001626,4859218,2980951,1311721,0,98414,1570816,4
512,8,17708671.000000,17420300.000000,0.005984,17488143,11926999,5246197,0,393442,6287360,4
1024,8,67592455.000000,66146100.000000,0.022779,66280969,47712385,20981443,0,1573310,25157632,4
2048,8,259547854.000000,262420033.333333,0.089792,261217712,190843485,83904192,0,6292381,100646912,4
4096,8,1051675855.000000,1052572400.000000,0.363391,1047260440,763392674,335604562,0,25167696,402620416,4
6144,8,2388102884.000000,2400562966.666667,0.826450,2358718612,1717617481,755071067,0,56625902,905920512,4
8192,8,4355001639.000000,4339733033.333334,1.497116,4301955081,3053597489,1342383251,0,100667038,1610547200,4
10240,8,6887414082.000000,6847831866.666667,2.368216,6869148109,4771284990,2097493443,0,157291067,2516500480,4
12288,8,10113935445.000000,10028761633.333332,3.463892,9961545314,6870619068,3020340686,0,226498030,3623780352,4
14336,8,13798033414.000000,13784111800.000000,4.749403,13742766670,9351678336,4111003606,0,308287914,4932386816,4
