n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,64,92687.000000,90725.065104,0.000032,168008,318466,122373,0,1533,194560,4
64,64,366856.000000,354215.364583,0.000126,355560,1279132,490639,0,6157,782336,4
128,64,1441414.000000,1436647.916667,0.000494,1430569,5126625,1964468,0,24621,3137536,4
256,64,5374217.000000,5299508.333333,0.001841,5431649,20525962,7861025,0,98409,12566528,4
512,64,20959972.000000,20022566.666667,0.006902,20031873,82144829,31452504,0,393445,50298880,4
1024,64,83068731.000000,81566366.666667,0.028085,80293701,328653252,125818849,0,1573347,201261056,4
2048,64,341023421.000000,348261966.666667,0.117431,338477219,1314763448,503295717,0,6292435,805175296,4
4096,64,1384959544.000000,1407717033.333333,0.478707,1375861680,5259349457,2013218308,0,25167821,3220963328,4
6144,64,3503293505.000000,3584246300.000000,1.255772,3591553584,11833770058,4529779851,0,56626111,7247364096,4
8192,64,7842252403.000000,7652207766.666667,2.667802,7903020494,21038041284,8052996358,0,100667326,12884377600,4
10240,64,14174506745.000000,14190840666.666666,4.911291,14055354684,32872070125,12582774857,0,157291428,20132003840,4
12288,64,21772740843.000000,21637524466.666664,7.370802,21026429314,47336018378,18119277108,0,226498454,28990242816,4
14336,64,30328861557.000000,30328213533.333332,10.554936,30489278259,64429766339,24662383410,0,308288401,39459094528,4
