n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,20,93148.000000,66471.549479,0.000025,160601,0,0,0,0,0
64,20,313592.000000,248165.234375,0.000084,337063,0,0,0,0,0
128,20,1353084.000000,1089916.666667,0.000379,1462035,0,0,0,0,0
256,20,5773393.000000,4542970.833333,0.001600,6103434,0,0,0,0,0
512,20,21283806.000000,17091150.000000,0.005804,23027368,0,0,0,0,0
1024,20,81572160.000000,66948433.333333,0.022763,91469373,0,0,0,0,0
2048,20,374162316.000000,301117633.333333,0.105184,389967762,0,0,0,0,0
4096,20,1470122868.000000,1186585266.666667,0.407646,1555585017,0,0,0,0,0
6144,20,3329194668.000000,2620239900.000000,0.901660,3456885569,0,0,0,0,0
