n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,20,88384.000000,71097.200521,0.000029,95666,0,0,0,0,0
64,20,320536.000000,260293.880208,0.000089,340314,0,0,0,0,0
128,20,1287079.000000,1040042.708333,0.000361,1360066,0,0,0,0,0
256,20,5213223.000000,4195695.833333,0.001441,5693233,0,0,0,0,0
512,20,20065884.000000,16142850.000000,0.005553,21142406,0,0,0,0,0
1024,20,82068480.000000,66490233.333333,0.023220,84886785,0,0,0,0,0
2048,20,357825360.000000,285099000.000000,0.098121,345230845,0,0,0,0,0
4096,20,1403017656.000000,1127301533.333333,0.396744,1373687971,0,0,0,0,0
6144,20,3169518384.000000,2550604133.333333,0.881539,3113679137,0,0,0,0,0
