n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,20,88739.000000,70139.973958,0.000024,119336,0,0,0,0,0
64,20,301339.000000,257609.114583,0.000083,309623,0,0,0,0,0
128,20,1217358.000000,940506.250000,0.000333,1235390,0,0,0,0,0
256,20,4565928.000000,3734656.250000,0.001299,4830176,0,0,0,0,0
512,20,17632410.000000,14372641.666667,0.004879,18016219,0,0,0,0,0
1024,20,70726248.000000,56811966.666667,0.019416,72054786,0,0,0,0,0
2048,20,316729080.000000,250451733.333333,0.086221,294628433,0,0,0,0,0
4096,20,1262220996.000000,1016755466.666667,0.349876,1187944640,0,0,0,0,0
6144,20,2811402096.000000,2273919000.000000,0.771811,2684359937,0,0,0,0,0
