n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,20,92229.000000,74265.299479,0.000026,143737,0,0,0,0,0
64,20,330003.000000,267449.479167,0.000091,340794,0,0,0,0,0
128,20,1316148.000000,1058228.125000,0.000363,1358076,0,0,0,0,0
256,20,5299998.000000,4102956.250000,0.001428,5329629,0,0,0,0,0
512,20,18586632.000000,14911558.333333,0.005147,19198059,0,0,0,0,0
1024,20,77943228.000000,63033433.333333,0.021687,80042728,0,0,0,0,0
2048,20,347533968.000000,276300400.000000,0.095618,330234209,0,0,0,0,0
4096,20,1374101808.000000,1106333566.666667,0.384927,1323935778,0,0,0,0,0
6144,20,3152474112.000000,2544052066.666667,0.870753,3057614124,0,0,0,0,0
