n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,20,90565.000000,72870.052083,0.000026,151609,0,0,0,0,0
64,20,394394.000000,278853.125000,0.000136,337042,0,0,0,0,0
128,20,1209199.000000,1034061.458333,0.000347,1294048,0,0,0,0,0
256,20,4547008.000000,3675870.833333,0.001251,4677057,0,0,0,0,0
512,20,18903948.000000,14028508.333333,0.004847,18817643,0,0,0,0,0
1024,20,69370560.000000,55936166.666667,0.020060,74017248,0,0,0,0,0
2048,20,314089740.000000,249080033.333333,0.085290,291201023,0,0,0,0,0
4096,20,1233796500.000000,995365066.666667,0.340096,1167863857,0,0,0,0,0
6144,20,2771784504.000000,2241468000.000000,0.771932,2646447707,0,0,0,0,0
