n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,20,62164.000000,51485.384115,0.000017,71022,0,0,0,0,0
64,20,239117.000000,192419.531250,0.000066,263322,0,0,0,0,0
128,20,1077743.000000,868685.937500,0.000297,1338735,0,0,0,0,0
256,20,4479649.000000,3620045.833333,0.001261,5025903,0,0,0,0,0
512,20,16376649.000000,13118633.333333,0.004539,18361521,0,0,0,0,0
1024,20,65526312.000000,52896000.000000,0.018189,75886270,0,0,0,0,0
2048,20,287627088.000000,225616133.333333,0.078868,316287968,0,0,0,0,0
4096,20,1357103796.000000,1089780366.666667,0.376109,1495657451,0,0,0,0,0
6144,20,3161713116.000000,2553883066.666667,0.870437,3466028131,0,0,0,0,0
