n,d,r,c,t,p,sd,pd128,pd256
32,64,190456.000000,126328.515625,0.000048,231535,299698,4818,1520,72960,4
64,64,598334.000000,545146.875000,0.000212,563363,1203708,17980,6112,293376,4
128,64,2165640.000000,2346797.916667,0.001371,5290395,4824225,68897,24512,1176576,4
256,64,16685136.000000,10253316.666667,0.005283,9841154,19314954,268810,98176,4712448,4
512,64,56266799.000000,35269000.000000,0.012874,49662759,77297981,1063741,392960,18862080,4
1024,64,236213897.000000,139036733.333333,0.071131,181617213,309260228,4223940,1572352,75472896,4
2048,64,600334465.000000,566475866.666667,0.221959,561350968,1237180088,16836280,6290432,301940736,4
4096,64,2686989044.000000,2358323933.333333,0.918858,2355735498,4948993489,67220945,25163776,1207861248,4
6144,64,6514932800.000000,6217441533.333333,2.470599,7138088301,11135452234,151166026,56620032,2717761536,4
8192,64,12880920503.000000,14378804266.666666,4.891384,14799695829,19796572356,268687556,100659200,4831641600,4
10240,64,22735048526.000000,22563929266.666668,9.655709,24012439950,30932260845,419692525,157281280,7549501440,4
12288,64,40247076549.000000,34124312733.333332,13.415255,32404751754,44542679498,604342730,226486272,10871341056,4
14336,64,53347753867.000000,52397640533.333336,20.151099,51468981318,60627708611,822518467,308274176,14797160448,4
