n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
4096,4,551002639.000000,537325533.333333,0.184612,534489357,335730425,176362875,67108864,25166206,67092480,5
4096,4,563682309.000000,554728433.333333,0.190620,548648427,335694780,176326729,67108864,25166707,67092480,10
4096,4,569643346.000000,573153100.000000,0.199282,568377021,335632649,176263863,67108864,25167442,67092480,20
4096,4,584937888.000000,583640466.666667,0.201930,578244014,335617333,176248288,67108864,25167701,67092480,30
4096,4,590479720.000000,603852500.000000,0.204390,587366276,335619224,176250073,67108864,25167807,67092480,40
4096,4,593831028.000000,588939733.333333,0.206454,584830040,335625281,176256104,67108864,25167833,67092480,50
4096,4,591834155.000000,596377266.666667,0.206166,589912482,335625172,176255989,67108864,25167839,67092480,60
4096,4,599992339.000000,596735900.000000,0.204774,586001535,335634305,176265114,67108864,25167847,67092480,70
4096,4,594747428.000000,596968866.666667,0.204421,588493054,335634285,176265093,67108864,25167848,67092480,80
4096,4,602469876.000000,603726833.333333,0.208490,608562668,335634292,176265101,67108864,25167847,67092480,90
4096,4,600226649.000000,620806866.666667,0.205879,598213510,335634306,176265112,67108864,25167850,67092480,100
