n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,256,433617.000000,423770.052083,0.000146,605019,1174229,394456,0,1533,778240,4
64,256,1667239.000000,1646535.416667,0.000559,1600782,4720176,1584675,0,6157,3129344,4
128,256,6332408.000000,6305325.000000,0.002177,6249382,18926707,6351947,0,24616,12550144,4
256,256,24956815.000000,25022650.000000,0.008664,24922800,75799594,25435070,0,98412,50266112,4
512,256,105943921.000000,104013333.333333,0.036111,102697888,303381335,101792370,0,393445,201195520,4
1024,256,435665124.000000,433466866.666667,0.142938,415901963,1213889824,407272249,0,1573351,805044224,4
2048,256,1994090692.000000,2031181266.666667,0.703014,2034662836,4856271251,1629277627,0,6292440,3220701184,4
4096,256,9750569457.000000,9829925066.666668,3.330278,9585658449,19426577284,6517556145,0,25167827,12883853312,4
6144,256,22679464606.000000,22726444500.000000,7.982491,22434954106,43710831218,14664748720,0,56626114,28989456384,4
8192,256,40393973038.000000,40693561733.333328,14.468623,40104319077,77709168169,26070990435,0,100667334,51537510400,4
10240,256,63387994883.000000,63959483566.666664,21.977343,63159280173,121421482209,40736175412,0,157291437,80528015360,4
12288,256,94052880562.000000,92100638900.000000,31.725019,90725928751,174847774481,58660304740,0,226498477,115960971264,4
14336,256,123589755938.000000,128701878200.000000,42.959618,121685354274,237988078608,79843412065,0,308288431,157836378112,4
