n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,32,82763.000000,81596.484375,0.000029,158971,152637,53824,0,1533,97280,4
64,32,308253.000000,309136.979167,0.000114,304995,612600,215276,0,6156,391168,4
128,32,1194054.000000,1238602.083333,0.000415,1193195,2454243,860855,0,24620,1568768,4
256,32,4504884.000000,4446666.666667,0.001521,4430060,9824097,3442425,0,98408,6283264,4
512,32,16355731.000000,16301141.666667,0.005729,15866713,39310444,13767563,0,393441,25149440,4
1024,32,61159666.000000,60537500.000000,0.021044,60342353,157264346,55060476,0,1573342,100630528,4
2048,32,246083289.000000,248477800.000000,0.085664,248160275,629101585,220221497,0,6292440,402587648,4
4096,32,1001595243.000000,1034643633.333333,0.372435,1104312182,2516495057,880845578,0,25167815,1610481664,4
6144,32,2322738180.000000,2296597966.666667,0.807857,2279798500,5662163537,1981855398,0,56626091,3623682048,4
8192,32,4378688221.000000,4358458333.333334,1.427019,4254833751,10066137474,3523281391,0,100667283,6442188800,4
10240,32,6958466093.000000,6920573533.333333,2.448586,6840674177,15728395046,5505101731,0,157291395,10066001920,4
12288,32,10263088612.000000,10359613933.333332,3.596083,10121923340,22648946781,7927326950,0,226498423,14495121408,4
14336,32,15711428319.000000,15020603166.666666,5.235265,15165758539,30827815061,10789979431,0,308288366,19729547264,4
