n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,8,58919.000000,58017.936198,0.000020,126433,43236,17383,0,1533,24320,4
64,8,224354.000000,219912.890625,0.000076,332075,172635,68686,0,6157,97792,4
128,8,861794.000000,858581.250000,0.000299,970441,689363,272550,0,24621,392192,4
256,8,3059674.000000,3177252.083333,0.001037,2999119,2755548,1086330,0,98402,1570816,4
512,8,10343956.000000,10257541.666667,0.003547,10217007,11015306,4334518,0,393428,6287360,4
1024,8,37898456.000000,38290633.333333,0.013151,37883521,44049095,17318148,0,1573315,25157632,4
2048,8,144727003.000000,142436400.000000,0.051013,140033083,176178518,69239242,0,6292364,100646912,4
4096,8,569381447.000000,579746733.333333,0.211616,577038764,704703530,276915435,0,25167679,402620416,4
6144,8,1337651332.000000,1368204533.333333,0.462354,1320241932,1585517933,622971531,0,56625890,905920512,4
8192,8,2480562163.000000,2447016133.333333,0.847400,2439592683,2818686404,1107472179,0,100667025,1610547200,4
10240,8,4103031833.000000,4014353033.333333,1.375137,3950705142,4404157559,1730365990,0,157291089,2516500480,4
12288,8,6022743577.000000,5953140300.000000,2.064912,5878559540,6341966308,2491687930,0,226498026,3623780352,4
14336,8,8396172597.000000,8284970366.666667,2.902630,8483638030,8632080816,3391406056,0,308287944,4932386816,4
