n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,16,65876.000000,65553.971354,0.000023,130628,79841,29668,0,1533,48640,4
64,16,250812.000000,242425.651042,0.000080,224710,319522,117781,0,6157,195584,4
128,16,970799.000000,1004925.520833,0.000334,1058004,1278275,469272,0,24619,784384,4
256,16,3311948.000000,3376264.583333,0.001149,3280103,5112221,1872187,0,98402,3141632,4
512,16,11747392.000000,11711891.666667,0.004167,11685722,20447126,7478975,0,393431,12574720,4
1024,16,42988942.000000,43320200.000000,0.014904,43784859,81790291,29901699,0,1573328,50315264,4
2048,16,166608625.000000,177649166.666667,0.058207,166958357,327158918,119572688,0,6292406,201293824,4
4096,16,678387517.000000,679838300.000000,0.236108,690778993,1308631518,478222900,0,25167786,805240832,4
6144,16,1587756873.000000,1639480200.000000,0.543761,1654362374,2944392952,1075925858,0,56626070,1811841024,4
8192,16,3044602613.000000,3124943333.333333,0.995762,2872205172,5234486425,1912724793,0,100667232,3221094400,4
10240,16,4933383449.000000,4859915700.000000,1.649153,5031189958,8178891043,2988598715,0,157291368,5033000960,4
12288,16,7107877554.000000,7100961266.666667,2.506024,7063909954,11777608462,4303549405,0,226498353,7247560704,4
14336,16,9695847936.000000,9514459200.000000,3.407416,9640170549,16030639487,5857577577,0,308288278,9864773632,4
