n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
4096,4,982299542.000000,936917500.000000,0.323642,938083475,327239429,201416775,100655104,25167550,0,5
4096,4,973091075.000000,971722333.333333,0.340421,957802438,327238618,201415719,100655104,25167795,0,10
4096,4,957277066.000000,967436133.333333,0.333683,1002505342,327248089,201425138,100655104,25167847,0,20
4096,4,980101419.000000,977422766.666667,0.339596,972731074,327252125,201429170,100655104,25167851,0,30
4096,4,970210379.000000,974289800.000000,0.335392,970202791,327252147,201429190,100655104,25167853,0,40
4096,4,983261056.000000,976800233.333333,0.340705,983807223,327252114,201429157,100655104,25167853,0,50
4096,4,981157406.000000,982691100.000000,0.338991,974067654,327251887,201428930,100655104,25167853,0,60
4096,4,985175133.000000,986240700.000000,0.340243,986265897,327251890,201428933,100655104,25167853,0,70
4096,4,1004278342.000000,1027258300.000000,0.345726,1004325735,327251872,201428915,100655104,25167853,0,80
4096,4,1003757782.000000,1004777500.000000,0.351070,1005250101,327251869,201428912,100655104,25167853,0,90
4096,4,1001232221.000000,1012878166.666667,0.345523,1002594001,327251874,201428917,100655104,25167853,0,100
