n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
4096,4,412389686.000000,409584400.000000,0.140528,411361527,335730425,176362875,67108864,25166206,67092480,5
4096,4,444918058.000000,438458733.333333,0.152776,434528689,335694780,176326729,67108864,25166707,67092480,10
4096,4,498471246.000000,511608333.333333,0.173206,496592859,335632649,176263863,67108864,25167442,67092480,20
4096,4,553766116.000000,533874533.333333,0.188257,543520225,335617333,176248288,67108864,25167701,67092480,30
4096,4,588251824.000000,596719466.666667,0.204845,582242238,335619224,176250073,67108864,25167807,67092480,40
4096,4,643681863.000000,647259700.000000,0.223435,646930384,335625281,176256104,67108864,25167833,67092480,50
4096,4,699234466.000000,699639500.000000,0.240666,699618354,335625172,176255989,67108864,25167839,67092480,60
4096,4,767663591.000000,768244800.000000,0.265560,762921929,335634305,176265114,67108864,25167847,67092480,70
4096,4,848345893.000000,861267133.333333,0.291161,840912504,335634285,176265093,67108864,25167848,67092480,80
4096,4,917475088.000000,910468533.333333,0.323351,912615575,335634292,176265101,67108864,25167847,67092480,90
4096,4,1007242664.000000,1007715200.000000,0.355794,1008738866,335634306,176265112,67108864,25167850,67092480,100
