n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,8,94181.000000,93281.445312,0.000032,156080,46230,20363,0,1547,24320,4
64,8,346485.000000,345802.343750,0.000119,346167,185769,81805,0,6172,97792,4
128,8,1312606.000000,1324544.791667,0.000452,1303432,744448,327624,0,24632,392192,4
256,8,4831752.000000,4878404.166667,0.001690,4847364,2980951,1311721,0,98414,1570816,4
512,8,18524697.000000,18182033.333333,0.006236,17921181,11926999,5246197,0,393442,6287360,4
1024,8,68903913.000000,68941700.000000,0.023800,68624243,47712385,20981443,0,1573310,25157632,4
2048,8,270098701.000000,269829533.333333,0.093479,265792932,190843485,83904192,0,6292381,100646912,4
4096,8,1082926671.000000,1083783166.666667,0.372683,1075396714,763392674,335604562,0,25167696,402620416,4
6144,8,2462718328.000000,2467234933.333333,0.848620,2445130131,1717617481,755071067,0,56625902,905920512,4
8192,8,4406481154.000000,4408881600.000000,1.536181,4453423258,3053597489,1342383251,0,100667038,1610547200,4
10240,8,7018435686.000000,7057889500.000000,2.421562,7036248265,4771284990,2097493443,0,157291067,2516500480,4
12288,8,10348474095.000000,10197812300.000000,3.577094,10157654683,6870619068,3020340686,0,226498030,3623780352,4
14336,8,14198128937.000000,14132633800.000000,4.866208,14078755115,9351678336,4111003606,0,308287914,4932386816,4
