n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,8,94420.000000,94059.309896,0.000032,175533,46548,20686,0,1542,24320,4
64,8,348612.000000,348657.031250,0.000120,348756,186248,82294,0,6162,97792,4
128,8,1375268.000000,1383753.125000,0.000479,1365911,745528,328712,0,24624,392192,4
256,8,5051820.000000,5005883.333333,0.001732,5059428,2982025,1312800,0,98409,1570816,4
512,8,18180887.000000,18213933.333333,0.006280,18135000,11926771,5245968,0,393443,6287360,4
1024,8,69562135.000000,69708266.666667,0.024065,69388013,47710571,20979622,0,1573317,25157632,4
2048,8,273828227.000000,277847066.666667,0.094132,268916902,190846001,83906697,0,6292392,100646912,4
4096,8,1097413079.000000,1084867766.666667,0.373221,1072163219,763385253,335597133,0,25167704,402620416,4
6144,8,2499198395.000000,2472189100.000000,0.852964,2459420968,1717601768,755055325,0,56625931,905920512,4
8192,8,4452911546.000000,4454914266.666666,1.545936,4417316133,3053510292,1342295997,0,100667095,1610547200,4
10240,8,7037123818.000000,7075536966.666667,2.459172,6992377937,4771108246,2097316671,0,157291095,2516500480,4
12288,8,10228141244.000000,10325798000.000000,3.593352,10364373387,6870386850,3020108467,0,226498031,3623780352,4
14336,8,14126357823.000000,14224370466.666666,4.907013,14131081892,9351372015,4110697251,0,308287948,4932386816,4
