n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
32,128,134319.000000,134517.708333,0.000046,133344,610207,219554,0,1533,389120,4
64,128,541575.000000,544278.645833,0.000187,541110,2452400,881571,0,6157,1564672,4
128,128,2185724.000000,2190527.083333,0.000758,2186700,9832327,3532635,0,24620,6275072,4
256,128,8156979.000000,8164104.166667,0.002826,8113662,39375383,14143917,0,98410,25133056,4
512,128,33370507.000000,33309400.000000,0.011433,32941547,157589971,56598768,0,393443,100597760,4
1024,128,132361916.000000,132278666.666667,0.046341,132523761,630543717,226448257,0,1573348,402522112,4
2048,128,537512158.000000,539224066.666667,0.183426,533370106,2522517380,905874354,0,6292434,1610350592,4
4096,128,3120541742.000000,3091367133.333333,1.070563,3112844866,10090794452,3623699965,0,25167831,6441926656,4
6144,128,8784532080.000000,8875110700.000000,3.081697,8886775300,22704795709,8153441412,0,56626105,14494728192,4
8192,128,16921783185.000000,16385142100.000000,5.786594,16933545886,40364553167,14495130660,0,100667307,25768755200,4
10240,128,27201519363.000000,26935045333.333332,9.219382,26970289205,63070054985,22648755876,0,157291429,40264007680,4
12288,128,39804634980.000000,39720773166.666672,13.770405,40085666919,90821356476,32614372369,0,226498475,57980485632,4
14336,128,54402507979.000000,54613332633.333336,18.759229,53372871024,123618355233,44391877762,0,308288415,78918189056,4
