n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
4096,64,1322927307.000000,1302620066.666667,0.455307,1381870085,5259358796,2013227633,0,25167835,3220963328,5
4096,64,1377435098.000000,1345100233.333333,0.470303,1309930686,5259358702,2013227526,0,25167848,3220963328,10
4096,64,1363979871.000000,1365273600.000000,0.470791,1375292335,5259364107,2013232926,0,25167853,3220963328,20
4096,64,1467652628.000000,1475191333.333333,0.499172,1432409386,5259364148,2013232967,0,25167853,3220963328,30
4096,64,1434699928.000000,1502984933.333333,0.519159,1498458105,5259364123,2013232942,0,25167853,3220963328,40
4096,64,1559886713.000000,1565675200.000000,0.546123,1560757272,5259364126,2013232945,0,25167853,3220963328,50
4096,64,1566866684.000000,1592757333.333333,0.542910,1579733676,5259364152,2013232971,0,25167853,3220963328,60
4096,64,1693461679.000000,1656449066.666667,0.563044,1609741808,5259364111,2013232930,0,25167853,3220963328,70
4096,64,1782831888.000000,1812294100.000000,0.602670,1735740346,5259364109,2013232928,0,25167853,3220963328,80
4096,64,1843158345.000000,1870585066.666667,0.642998,1854636963,5259364114,2013232933,0,25167853,3220963328,90
4096,64,1986119384.000000,2003676700.000000,0.671684,1936632470,5259364138,2013232957,0,25167853,3220963328,100
