n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
4096,64,4752806800.000000,4758465966.666666,1.654170,4749718854,4856738380,3221088881,1610481664,25167835,0,5
4096,64,4735971527.000000,4762752166.666666,1.648595,4700718450,4856738286,3221088774,1610481664,25167848,0,10
4096,64,4746117563.000000,4750279266.666666,1.643239,4694406137,4856743691,3221094174,1610481664,25167853,0,20
4096,64,4721110042.000000,4797563766.666666,1.655037,4757156163,4856743732,3221094215,1610481664,25167853,0,30
4096,64,4746619756.000000,4757692633.333334,1.630621,4723372336,4856743707,3221094190,1610481664,25167853,0,40
4096,64,4746301839.000000,4734391133.333334,1.637991,4724313999,4856743710,3221094193,1610481664,25167853,0,50
4096,64,4797786815.000000,4758052233.333334,1.641210,4715905725,4856743736,3221094219,1610481664,25167853,0,60
4096,64,4789952127.000000,4753286566.666666,1.666239,4764450519,4856743695,3221094178,1610481664,25167853,0,70
4096,64,4798023494.000000,4785889333.333334,1.665129,4728756637,4856743693,3221094176,1610481664,25167853,0,80
4096,64,4809134525.000000,4799420733.333334,1.646005,4726199624,4856743698,3221094181,1610481664,25167853,0,90
4096,64,4824775259.000000,4769906466.666666,1.646660,4719794934,4856743722,3221094205,1610481664,25167853,0,100
