n,d,r,c,t,p,all,add_sub,mult,div_sqrt,mult_add
4096,64,1440950521.000000,1439858700.000000,0.504001,1489108578,5259358796,2013227633,0,25167835,3220963328,5
4096,64,1441784184.000000,1437462333.333333,0.496757,1415482111,5259358702,2013227526,0,25167848,3220963328,10
4096,64,1486370321.000000,1489944600.000000,0.510033,1455204387,5259364107,2013232926,0,25167853,3220963328,20
4096,64,1462726891.000000,1452024200.000000,0.503086,1457884321,5259364148,2013232967,0,25167853,3220963328,30
4096,64,1450748770.000000,1432522666.666667,0.500332,1427447188,5259364123,2013232942,0,25167853,3220963328,40
4096,64,1527818638.000000,1459615433.333333,0.500951,1434288270,5259364126,2013232945,0,25167853,3220963328,50
4096,64,1490638570.000000,1441126000.000000,0.503412,1447476228,5259364152,2013232971,0,25167853,3220963328,60
4096,64,1512501215.000000,1501316466.666667,0.516427,1439204012,5259364111,2013232930,0,25167853,3220963328,70
4096,64,1479145261.000000,1461599033.333333,0.504316,1451940115,5259364109,2013232928,0,25167853,3220963328,80
4096,64,1481350382.000000,2378208800.000000,0.529333,1480981390,5259364114,2013232933,0,25167853,3220963328,90
4096,64,1496809103.000000,1510277466.666667,0.513111,1441803088,5259364138,2013232957,0,25167853,3220963328,100
