n,d,r,c,t,p,sd,pd128,pd256
32,20,109670.000000,103642.838542,0.000040,229184,65081,64601,0,120,4
64,20,404900.000000,388605.208333,0.000151,351924,259274,256298,0,744,4
128,20,1594153.000000,1516856.250000,0.000600,1405109,1034594,1020482,0,3528,4
256,20,6067019.000000,5724875.000000,0.002322,5442817,4133596,4072636,0,15240,4
512,20,23893775.000000,23391766.666667,0.008806,20759501,16524549,16271589,0,63240,4
1024,20,94900240.000000,90454000.000000,0.035033,83977230,66082573,65052397,0,257544,4
2048,20,461791692.000000,439880133.333333,0.169452,339779918,264296422,260138950,0,1039368,4
4096,20,1873782629.000000,1787844066.666667,0.692671,1398132081,1057064666,1040361146,0,4175880,4
6144,20,4179774212.000000,4004218400.000000,1.545291,3155338502,2378368097,2340729921,0,9409544,4
8192,20,7515255405.000000,7186922600.000000,2.774357,5670107179,4228125197,4161163757,0,16740360,4
10240,20,11640524565.000000,11144383466.666666,4.297740,8779385165,6606519223,6501845911,0,26168328,4
12288,20,17144207493.000000,16363516000.000000,6.331121,13430268872,9513306944,9362533152,0,37693448,4
14336,20,23489435973.000000,22459505466.666668,9.322649,18075390641,12948318079,12743055199,0,51315720,4
